"data_id","event_date","event_type","actor1","actor2","admin1","admin2","location","latitude","longitude","notes","fatalities"
8907591,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Sumy","Sumskyi","Bytytsia",50.9999,34.9376,"On 8 March 2022, Russian air force dropped two bombs in the village of Bytytsia, Sumy, and at a resort nearby, killing one person and wounding five.",1
8907592,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Military Forces of Ukraine (2019-)","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 8 March 2022, Russian air force dropped a bomb in Sumy, killing at least 22 people, including three children and four soldiers, and injuring around 20 people. Around 20 houses were destroyed.",22
8907598,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Zhytomyr","Korostenskyi","Malyn",50.7723,29.2383,"On 8 March 2022, Russian air force fired missiles at houses in Malyn, Zhytomyr, killing at least 10 people and damaging seven houses.",10
8907599,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Zhytomyr","Zhytomyrskyi","Zhytomyr",50.2649,28.6767,"On 8 March 2022, Russian forces fired missiles at houses in Korbutivka neighborhood and at the Izovat factory in Zhytomyr, damaging a building completely. One person was wounded, one was found dead the next day under the rubble.",1
8907658,2022-03-08,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Mykolaiv","Mykolaivskyi","Mykolaiv",46.9672,32.0183,"On 8 March 2022, Russian forces clashed with Ukrainian forces near Mykolaiv. A Ukrainian soldier died.",1
8908061,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Lisne",50.1079,36.273,"On 8 March 2022, Russian forces fired mortars and machine guns at Feldman Ecopark near Lisne, Kharkiv. Two civilians were killed.",2
8908099,2022-03-08,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Pokrovskyi","Pervomayske",48.0971,37.592,"On 8 March 2022, Ukrainian military fired 122mm mortars at LPR positions near Pervomayske, Donetsk. One civilian woman was killed. A kindergarten was damaged.",1
8908327,2022-03-08,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kyiv City","Kyiv","Kyiv - Obolonskyi",50.5286,30.4749,"On 8 March 2022, Ukrainian forces clashed with Russian forces near the Puscha Voditsa park in Kyiv - Obolonskyi. Russian forces suffered many losses. Unspecified fatalities coded as 10.",10
8908331,2022-03-08,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kyiv","Fastivskyi","Yasnohorodka",50.3532,30.0114,"On 8 March 2022, Ukrainian forces clashed with Russian forces near Yasnohorodka, Kyiv. Russian forces suffered heavy losses. Unspecified fatalities coded as 10.",10
8908367,2022-03-08,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Special Forces","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 8 March 2022, Ukrainian armed forces clashed with Russian special forces near school nr.134 in Kharkiv, killing at least 18 Russian soldiers and destroying 5 armoured vehicles. Two Russian soldiers were taken prisoners.",18
8908381,2022-03-08,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Mykolaiv","Mykolaivskyi","Mykolaiv",46.9672,32.0183,"On 8 March 2022, Russian forces fired at a bus carrying school children in Mykolaiv region. Three educators died, two people were wounded.",3
8908425,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Irpin",50.5218,30.2506,"On 8 March 2022, Russian forces shelled the local hospital in Irpin, Kyiv. There were fatalities among civilians. Unspecified fatalities coded as 3.",3
8914445,2022-03-08,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kharkiv","Chuguivskyi","Vovchansk",50.2908,36.9411,"On 8 March 2022, Ukrainian forces clashed with 120 Russian paratroopers arriving on 3 helicopters in the Vovchansk district of the Kharkiv region. Most of the Russian group was eliminated, according to Ukrainian officials. Around 70 Russian soldiers were killed.",70
8972890,2022-03-08,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Chuhuivskyi","Chuhuiv",49.8359,36.688,"On 8 March 2022, Russian air force dropped a bomb in Chuhuiv, killing two people, including a child and a Russian citizen.",2
8907545,2022-03-07,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kharkiv","Iziumskyi","Izium",49.2088,37.2485,"On 7 March 2022, the Russian military forces clashed with Ukrainian forces near Izium, Kharkiv. The Russian military forces suffered losses. Unspecified fatalities coded as 10.",10
8907546,2022-03-07,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 7 March 2022, Russian military forces shelled with heavy weapons the city of Kharkiv. Russian forces destroyed the infrastructure of the city: transformer stations, Kharkiv Armored Plant, pipelines, water pipelines. The city Mayor reported that a lot of civilians as well as servicemen were wounded and killed. Unspecified fatalities coded as 10.",10
8907549,2022-03-07,"Protests","Protesters (Ukraine)","Military Forces of Russia (2000-)","Kherson","Kakhovskyi","Nova Kakhovka",46.7545,33.3486,"On 7 March 2022, local residents protested in Nova Kakhovka, Kherson, against the Russian occupation of the city and the Russian military aggression in Ukraine. Russian military forces opened fire, killing one person and wounding seven. [size=no report]",1
8907558,2022-03-07,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Makariv",50.4641,29.8113,"On 7 March 2022, the Russian military forces shelled a bread bakery in Makariv, Kyiv, killing 13 people and wounding 5.",13
8907559,2022-03-07,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv City","Kyiv","Kyiv",50.4496,30.5224,"On 7 March 2022, the Russian military forces, including the Chechen Battalion, clashed with Ukrainian forces in the northern outskirts of Kyiv. Media reported that at least one Ukrainian soldier, former member of Svoboda party, was killed.",1
8907562,2022-03-07,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Mykolaiv","Mykolaivskyi","Mykolaiv",46.9672,32.0183,"On 7 March 2022, the Russian military forces clashed with Ukrainian forces in Mykolaiv. It was reported that Russian military forces also used multiple-launch rocket systems 'Hurricane' and cluster munition rockets. Russian forces shelled at the military facility in the city. 9 servicemen were killed, including a Ukrainian journalist who joined military, 19 were wounded and 8 reported missing. Ukrainian forces repelled Russian forces from the airport. Russian forces also shelled the port in Mykolaiv. Further casualties unknown.",9
8907565,2022-03-07,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Konotopskyi","Konotop",51.2403,33.2026,"On 7 March 2022, the Russian military forces clashed with Ukrainian forces in the area of Konotop, Sumy. The Russian forces suffered losses. Unspecified fatalities coded as 10.",10
8907566,2022-03-07,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Okhtyrskyi","Okhtyrka",50.3104,34.8988,"On 7 March 2022, the Russian military forces clashed with Ukrainian forces in the area of Okhtyrka, Sumy. The Russian forces suffered losses. Unspecified fatalities coded as 10.",10
8907657,2022-03-07,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Zaporizhia","Polohivskyi","Yehorivka",47.6257,35.9381,"On 7 March 2022, the Russian military forces opened fire on the car of the state postal service driving between Yehorivka and Novoselivka, Zaporizhia. Two employees of the postal service were killed.",2
8907683,2022-03-07,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Rubizhne",49.0123,38.3797,"On 7 March 2022, the Russian military forces continued shelling Rubizhne, Luhansk, hitting residential buildings. One person was killed, four were wounded.",1
8907735,2022-03-07,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Irpin",50.5218,30.2506,"On 7 March 2022, Russian military forces opened fire on a civilian car near Irpin, Kyiv. One civilian was killed.",1
8907739,2022-03-07,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Zhytomyr","Korostenskyi","Malyn",50.7723,29.2383,"On 7 March 2022, the Russian military forces launched missiles and shelled with heavy weapons Malyn, Zhytomyr, hitting residential houses. One civilian was killed and three were wounded.",1
8907745,2022-03-07,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Luhansk","Luhanskyi","Luhansk",48.567,39.3171,"On 7 March 2022, Ukrainian military forces destroyed a column of Russian military forces during a clash in Luhansk region, killing around 40 Russian soldiers.",40
8908389,2022-03-07,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 7 March 2022, Russian military forces killed two people who came to Kharkiv zoo to feed animals.",2
8908391,2022-03-07,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-) Territorial Defense Forces","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 7 March 2022, there was an armed clash between Russian military forces and Ukrainian territorial defence, as a result of which four members of territorial defence were died. Russian air force also dropped two bombs on Sumy. At least 9 civilians were killed, 2 wounded.",13
8921679,2022-03-07,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Hostomel",50.5882,30.259,"On 7 March 2022, Russian forces shot dead the mayor of Hostomel and two volunteers as they were giving out food to civilians in Hostomel, Kyiv.",3
8972904,2022-03-07,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Bucha","Rakivka",50.6549,30.2558,"On 7 March 2022, the Russian military forces clashed with Ukrainian forces near Rakivka, Kyiv. The Russian forces suffered considerable losses. Unspecified casualties coded as 10.",10
8907506,2022-03-06,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Chernihiv","Nizhynskyi","Nova Basan",50.5727,31.5179,"On 6 March 2022, the Russian military forces clashed with Ukrainian forces in the area of Nova Basan, Chernihiv. The Russian forces suffered considerable losses. Unspecified fatalities coded as 10.",10
8907507,2022-03-06,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Kramatorskyi","Kramatorsk",48.7306,37.5816,"On 6 March 2022, the Russian military forces shelled Kramatorsk, Donetsk, hitting residential buildings. As a result, at least two civilians were killed, many others were wounded.",2
8907508,2022-03-06,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 6 March 2022, the Russian military forces clashed with Ukrainian forces near Mariupol, Donetsk. Ukrainian forces carried out a counterattack in Mariupol direction, destroyed 3 tanks, 4 infantry fighting vehicles, 2 armoured vehicles 'Tiger' and killed about 30 Russian soldiers. Two Russian soldiers were taken as war prisoners.",30
8907509,2022-03-06,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 6 March 2022, the Russian military forces shelled the city of Mariupol, Donetsk. The evacuation of civilians from the city was cancelled. The entire areas of the city were destroyed and burned by the Russian occupants. Thousands of civilians were reported wounded. At least one child was killed.",1
8907511,2022-03-06,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 6 March 2022, as a result of the Russian airstrike, TV tower in Kharkiv was damaged, television broadcasts were temporarily suspended. As a result of the airstrike on different districts of the city, 200 civilians were wounded and eight were killed. Russian military forces also shelled the supermarket in Kharkiv, killing four more people and wounding 15. Russian military forces also shelled the Institute in Kharkiv, where the nuclear research facility is located, building of the Ministry of Internal Affairs, a building of the Ministry of Defence, and a Consulate of Albania.",12
8907512,2022-03-06,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 6 March 2022, the Russian military forces clashed with Ukrainian forces outside Kharkiv. Casualties unknown. Also, Ukrainian military forces using an anti-aircraft missile system shot down Russian Su-25 aircraft, killing the pilot.",1
8907527,2022-03-06,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Buchanskyi","Irpin",50.5218,30.2506,"On 6 March 2022, the Russian military forces clashed with Ukrainian forces in Irpin, Kyiv. As a result, famous Ukrainian actor who joined military forces was killed. A lot of residential buildings were damaged. Russian forces also shelled people who were trying to evacuate from the city. Further casualties unknown.",1
